id,Label,elevation,slope,aspect,ndvi_before,nbr_before,ndmi_before,evi_before,land_cover,temperature,wind_speed,precipitation,soil_moisture,distance_to_water,distance_to_builtup,distance_to_cropland,ndvi_after,nbr_after,dnbr,longitude,latitude
1_1001_0,1,219.0,5.0,224.0,0.74957037,0.42662662,0.14861383,0.31824625,10.0,29.172134,3.6978068,1.553131,0.12478447,2715.6216,108.16654,502.89163,0.11250391,-0.32342294,0.7500496,27.234325045561178,38.32266818897969
1_1003_0,1,309.0,11.0,186.0,0.3343574,0.12230837,-0.026340343,0.20633869,20.0,28.290949,4.9143434,1.3242773,0.092519365,5173.4126,123.69317,1804.245,0.14442036,0.013901609,0.10840677,26.960518546961538,38.19923966894167
1_1004_0,1,261.0,7.0,351.0,0.5716946,0.3489611,0.12884529,0.337375,20.0,29.321945,3.2674217,1.6616362,0.092908464,8688.044,724.9828,228.47319,0.3804731,0.21816364,0.13079746,27.5110959845984,37.95399959637704
1_1005_0,1,608.0,7.0,212.0,0.69527894,0.46840146,0.23755173,0.4296431,20.0,29.56344,3.107722,1.506164,0.11234418,8537.57,1980.2273,566.0389,0.6721162,0.4364109,0.031990554,27.45315464877268,37.94079436170048
1_1008_0,1,84.0,2.0,180.0,0.6099089,0.3922679,0.18631975,0.38054293,10.0,25.80458,9.37214,0.0,0.09962424,6539.7935,829.759,330.0,0.58539295,0.33590734,0.056360565,26.499952300793467,38.253677575159315
1_1014_0,1,227.0,6.0,192.0,0.79048043,0.5389027,0.3072426,0.6232464,10.0,29.876532,3.6942215,1.5641282,0.11131684,8927.811,268.32816,161.55495,0.7009156,0.4554599,0.083442815,27.344817825507874,37.771282267587125
1_1029_0,1,7.0,2.0,148.0,0.53692615,0.26346013,0.111512095,0.37499782,10.0,29.560339,3.5409033,1.1706274,0.091914095,4656.576,1822.3611,60.0,0.37022507,0.1803629,0.08309725,27.376887681150947,38.00250862171949
1_102_0,1,513.0,20.0,312.0,0.8058841,0.65205324,0.3992949,0.5106865,10.0,28.990576,3.9539373,1.2365004,0.09462786,7125.6787,1800.25,1726.76,0.8191506,0.62486,0.027193237,27.103081182551307,38.532604470878425
1_1031_0,1,253.0,27.0,29.0,0.79639417,0.5824206,0.32378882,0.48259494,10.0,28.712439,4.187401,1.4057499,0.102149405,5221.2065,2430.7407,2588.0107,0.78198,0.5328048,0.049615774,27.070741832322994,38.20382107689068
1_1033_0,1,355.0,17.0,296.0,0.7888691,0.5893014,0.33353016,0.40229884,10.0,28.623755,3.6677933,1.4654573,0.1269807,4421.5156,458.91174,295.46573,0.80487806,0.5314019,0.05789957,27.27906114671032,38.33344797238912
1_1036_0,1,20.0,1.0,270.0,0.4073276,0.20776817,0.061021857,0.27218613,10.0,29.026373,4.6508985,0.7956448,0.06946937,5775.0586,94.86833,30.0,0.32636845,0.11366955,0.09409862,27.04783479257796,38.534760427560315
1_1041_0,1,423.0,15.0,224.0,0.728403,0.43629143,0.21651337,0.42136908,10.0,27.002405,3.4355767,1.6700162,0.1134394,13765.293,416.77332,530.75415,0.67683405,0.38286895,0.053422466,27.45989201340359,38.333178477803884
1_1042_0,1,379.0,16.0,321.0,0.7107544,0.5028079,0.26305854,0.45318672,10.0,27.594223,5.692454,1.2064272,0.0752236,4125.7363,192.09373,1268.8972,0.6332692,0.4087312,0.09407676,26.892066922311642,38.27874057158625
1_1045_0,1,25.0,2.0,232.0,0.7674699,0.56213397,0.31569508,0.5538649,30.0,27.065668,7.904691,0.0,0.106678724,3037.2686,169.70563,67.08204,0.42584985,0.29028988,0.2718441,26.728753203658698,38.33021403736629
1_1048_0,1,68.0,1.0,90.0,0.3362092,-0.0062161777,-0.09743216,0.20808998,30.0,29.53804,4.159231,1.6023039,0.12302581,6666.7534,161.55495,60.0,0.21660149,-0.08161128,0.0753951,27.22677919717458,38.08039255685266
1_1049_0,1,151.0,11.0,289.0,0.54938084,0.31336406,0.076826215,0.32301027,10.0,25.80458,9.37214,0.0,0.09962424,7180.5986,150.0,641.3267,0.4088882,0.16342856,0.14993548,26.506150676253895,38.26068443437545
1_104_0,1,342.0,4.0,328.0,0.6593521,0.44265276,0.21313982,0.4522325,10.0,25.961014,9.197209,0.0,0.12506151,4949.2725,2556.345,1444.9913,0.58471334,0.38252944,0.06012331,26.552773239499686,38.245053748431765
1_1065_0,1,337.0,12.0,249.0,0.5947657,0.36357075,0.13818033,0.38243702,30.0,26.323328,8.711996,0.0,0.1046834,2400.1875,67.08204,632.8507,0.49631688,0.22285324,0.1407175,26.58619056806893,38.2881728820695
1_1066_0,1,18.0,3.0,23.0,0.3844156,0.16523954,0.05858988,0.28253263,40.0,29.962683,3.3138762,1.6462935,0.09504954,8323.852,152.97058,0.0,0.20219682,0.11371154,0.051528007,27.50489760913797,38.1386033872636
1_1067_0,1,324.0,5.0,308.0,0.33450738,0.18382224,0.043052677,0.26982024,10.0,27.3476,3.7124271,1.2556169,0.118106045,4412.346,30.0,339.41125,0.18174693,0.06573471,0.11808753,27.27825266295463,38.36201439842412
1_1070_0,1,314.0,4.0,285.0,0.3631194,0.25810683,0.10942147,0.30174157,10.0,28.623755,3.6677933,1.4654573,0.1269807,4630.5073,212.13203,108.16654,0.2195212,0.15050574,0.1076011,27.26262197701095,38.310540932644074
1_1071_0,1,595.0,6.0,203.0,0.6437536,0.4278989,0.20590083,0.39740115,10.0,27.884405,4.5716577,1.247612,0.100264944,8419.958,120.0,268.32816,0.515135,0.3072941,0.12060482,26.95674562276824,38.27712360407483
1_107_0,1,168.0,6.0,168.0,0.6030166,0.43893853,0.24654,0.3794609,10.0,28.290949,4.9143434,1.2036264,0.092519365,3744.3557,60.0,403.60873,0.6350648,0.41553926,0.023399284,27.004985153525467,38.195466744748366
1_1084_0,1,540.0,6.0,157.0,0.38613865,0.15593301,-0.015174356,0.25110376,30.0,26.732214,3.6469858,1.6565144,0.12120175,212.13203,120.0,152.97058,0.20827585,0.047619045,0.108313955,27.256693096135763,38.519938225372336
1_1086_0,1,88.0,24.0,113.0,0.55312693,0.32573208,0.12316138,0.34135193,10.0,25.961014,9.197209,0.0,0.12506151,210.0,212.13203,2206.173,0.4912638,0.24871983,0.07701225,26.62661475585432,38.18630392885035
1_1087_0,1,225.0,6.0,192.0,0.6997389,0.488,0.24321379,0.36835596,10.0,25.961014,9.197209,0.0,0.12506151,4191.0977,2906.9055,1081.6654,0.62027204,0.4172099,0.0707901,26.611523059081122,38.236429921704215
1_1088_0,1,44.0,6.0,168.0,0.43761435,0.28688446,0.14049022,0.33386442,40.0,30.450994,2.9015148,1.6552911,0.12334856,4121.371,364.96576,0.0,0.31102514,0.24595588,0.04092856,27.528882627223965,37.84269833267463
1_1092_0,1,2.0,2.0,90.0,0.49743867,0.24977498,0.03368694,0.30188495,30.0,29.026373,4.6508985,1.218352,0.06946937,840.5355,726.2231,94.86833,0.27361563,-0.017208017,0.266983,26.95243370940446,38.48382595095073
1_1094_0,1,472.0,18.0,220.0,0.6817304,0.5707071,0.35540104,0.48996928,30.0,29.3936,3.508863,1.2744759,0.1005764,11107.174,1871.096,1991.1052,0.29088277,0.2868716,0.28383547,27.4194678256182,37.90468208727888
1_1095_0,1,979.0,22.0,317.0,0.58156025,0.37796086,0.1872227,0.29395363,10.0,26.514551,3.3673291,3.335489,0.12678504,18353.725,1678.3921,912.41437,0.50872487,0.3022178,0.075743064,27.429978114442406,38.536377395071725
1_1097_0,1,117.0,17.0,152.0,0.48390558,0.36323315,0.1359343,0.31258667,30.0,28.963984,6.241103,1.2821177,0.08765777,2751.1816,510.0,403.60873,0.1102788,-0.27480298,0.63803613,26.86350049627663,38.12890158219511
1_1098_0,1,64.0,6.0,90.0,0.65045285,0.3820225,0.13809857,0.3549072,10.0,28.033585,6.629438,1.1935197,0.12310767,394.58838,902.4965,1358.3077,0.6149805,0.30244637,0.07957612,26.779418185683056,38.20705501191351
1_1102_0,1,225.0,9.0,299.0,0.24852942,0.1279894,0.05161025,0.19388145,10.0,29.876532,3.6942215,1.7019627,0.11131684,1236.9316,366.19666,735.45905,0.1550718,0.07914874,0.048840657,27.26962883622707,37.83030158175378
1_1106_0,1,178.0,7.0,331.0,0.62126356,0.40900367,0.1877566,0.35027575,10.0,29.172134,3.6978068,1.5324684,0.12478447,4962.62,30.0,210.0,0.3194823,-0.12865497,0.53765863,27.22435374590745,38.29733569796752
1_1107_0,1,381.0,19.0,139.0,0.65457183,0.41985303,0.19810824,0.41112122,20.0,25.80458,9.37214,0.0,0.09962424,2771.8767,1484.9242,1179.5762,0.60749257,0.3639976,0.05585543,26.541454466919788,38.31377486766691
1_1108_0,1,568.0,10.0,312.0,0.7869725,0.5512091,0.28218693,0.38340253,10.0,26.514551,3.3673291,3.2942584,0.12678504,10124.989,1843.9631,684.76276,0.77835387,0.51937985,0.03182924,27.353711146820643,38.54257577053215
1_110_0,1,261.0,3.0,203.0,0.5469275,0.31531063,0.08281615,0.32524905,10.0,28.623755,3.6677933,1.5341239,0.1269807,7403.4385,150.0,247.38634,0.38083902,0.16696003,0.1483506,27.288223962608356,38.299222160064176
1_1114_0,1,375.0,7.0,105.0,0.63349664,0.38986585,0.17381741,0.39245814,20.0,29.560339,3.5409033,1.1706274,0.091914095,4817.686,3438.3718,764.8529,0.56331754,0.32860982,0.06125603,27.355058619746842,38.02838010190214
1_1117_0,1,1.0,0.0,0.0,0.3406058,0.11645888,-0.03435595,0.2310878,40.0,29.026373,4.6508985,1.2938937,0.06946937,1539.3829,390.0,0.0,0.23131964,0.0028304763,0.113628395,27.006871615622117,38.488946348070215
1_111_0,1,10.0,18.0,26.0,0.22224754,0.076058604,-0.05863764,0.17108865,60.0,29.321945,3.2674217,1.4445516,0.092908464,67.08204,30.0,301.49628,0.15806845,0.045585476,0.030473128,27.46070049715928,38.01679183473699
1_1120_0,1,556.0,25.0,159.0,0.5198693,0.3126469,0.12671508,0.3317354,30.0,27.884405,4.5716577,1.4450917,0.100264944,4872.946,1510.7614,1562.594,0.32640046,0.1330096,0.1796373,27.017920893616775,38.285747430802374
1_1121_0,1,271.0,2.0,180.0,0.592955,0.40344825,0.15259776,0.35213032,10.0,29.3936,3.508863,1.427407,0.1005764,11684.605,150.0,30.0,0.4799514,0.2669903,0.13645796,27.36826385442339,37.85536457818071
1_1122_0,1,111.0,22.0,195.0,0.58891594,0.383351,0.15749778,0.34786674,20.0,29.159552,5.1484237,1.2702779,0.08643993,1127.2976,342.0526,457.9301,0.4712759,0.21550772,0.16784327,27.030048149952393,38.085782448557374
1_1123_0,1,286.0,17.0,168.0,0.7810242,0.5714484,0.3090867,0.46974793,10.0,25.80458,9.37214,0.0,0.09962424,7519.415,351.141,1306.9812,0.69269603,0.42869318,0.14275523,26.497257354941098,38.28305248495002
1_1124_0,1,319.0,12.0,152.0,0.55100286,0.38475314,0.15588298,0.3378129,30.0,28.290949,4.9143434,1.3171654,0.092519365,1871.8173,934.34467,2361.4402,0.37336558,0.17497581,0.20977731,27.033551579560452,38.24747919969889
1_1127_0,1,73.0,8.0,96.0,0.488482,0.23317838,0.042614825,0.2868341,30.0,25.60224,9.884448,0.0,0.13635714,2977.415,618.4658,502.89163,0.42202234,0.15006454,0.08311384,26.495909882014928,38.22187721410148
1_1128_0,1,613.0,27.0,314.0,0.78660566,0.5831183,0.30349016,0.63915366,10.0,27.002405,3.4355767,1.7088748,0.1134394,15402.13,764.8529,740.9453,0.7562115,0.54752994,0.035588372,27.535081002684393,38.33425645614483
1_1134_0,1,89.0,10.0,159.0,0.5472929,0.40230566,0.22142124,0.30237505,10.0,29.159552,5.1484237,1.2963427,0.08643993,1053.8501,1775.0775,991.8165,0.12079136,-0.1600855,0.56239116,26.960518546961538,38.113001401666196
1_1139_0,1,330.0,12.0,232.0,0.6744186,0.43569294,0.20906805,0.3475482,10.0,26.732214,3.6469858,1.6565144,0.12120175,1556.8237,150.0,120.0,0.6452463,0.393544,0.04214895,27.2720542874942,38.5053855177696
1_113_0,1,103.0,6.0,270.0,0.532815,0.3589458,0.15161927,0.3957739,30.0,27.065668,7.904691,0.0,0.106678724,5610.7217,711.19617,450.0,0.44590542,0.2712707,0.08767511,26.71123605561837,38.2625708964721
1_1143_0,1,159.0,6.0,168.0,0.4985377,0.33086917,0.11555854,0.37851226,20.0,25.60224,9.884448,0.0,0.13635714,1221.188,939.14856,993.1767,0.43466666,0.2665032,0.06436595,26.511810062543844,38.19735320684502
1_1144_0,1,239.0,4.0,90.0,0.3381135,0.18088585,0.0064155767,0.21979171,10.0,27.087336,3.1778548,2.3009675,0.12977672,30000.0,42.426407,123.69317,0.14811155,0.076381184,0.104504675,27.535889486440084,38.49514472353064
1_1146_0,1,289.0,14.0,101.0,0.7661922,0.51287913,0.23873705,0.41471636,10.0,29.3936,3.508863,1.427407,0.1005764,9786.623,502.89163,540.8327,0.684525,0.36024445,0.15263471,27.37015031652004,37.883661509630485
1_1149_0,1,293.0,7.0,232.0,0.5978345,0.41506848,0.2036621,0.44026232,30.0,26.514551,3.3673291,4.9995265,0.12678504,11885.037,30.0,120.0,0.21446508,0.1562739,0.25879458,27.36907233817911,38.48975483182592
1_1150_0,1,978.0,14.0,151.0,0.42501995,0.12195735,-0.036630016,0.2625517,20.0,28.623755,3.6677933,1.515519,0.1269807,9330.771,2455.789,582.4946,0.3619375,0.08452382,0.037433524,27.3254142153709,38.34800067999186
1_1153_0,1,768.0,14.0,270.0,0.5180789,0.3281816,0.108200684,0.32310817,30.0,27.002405,3.4355767,1.6874685,0.1134394,7626.9062,1130.8846,569.20996,0.3850643,0.23064227,0.09753934,27.498429739092302,38.274159163637236
1_1157_0,1,118.0,13.0,106.0,0.657675,0.41930163,0.20861626,0.3894573,10.0,29.121475,3.3592346,1.5647146,0.11751095,8052.0806,134.16408,510.0,0.61129975,0.37504938,0.044252243,27.5455912915086,38.22753660039143
1_1163_0,1,283.0,2.0,180.0,0.76985645,0.5727041,0.34668243,0.58429414,30.0,29.876532,3.6942215,1.5641282,0.11131684,7224.9565,216.33308,30.0,0.4131524,0.25829542,0.31440866,27.330534612490368,37.777480643047554
1_1166_0,1,70.0,6.0,23.0,0.24522147,0.12392176,-0.01837558,0.17536257,30.0,29.53804,4.159231,1.6474948,0.12302581,4157.1387,180.0,30.0,0.17328593,0.050336815,0.073584944,27.18150410685496,38.14048984936025
1_1168_0,1,329.0,17.0,4.0,0.78350776,0.6130224,0.37465566,0.54992115,10.0,29.3936,3.508863,1.5001569,0.1005764,7368.161,1101.4536,558.0323,0.7421196,0.54416454,0.068857834,27.441027392437064,37.858059524033074
1_1172_0,1,359.0,26.0,140.0,0.6380249,0.32565415,0.09515978,0.34305206,10.0,25.152441,9.096121,0.0,0.09858028,2076.0781,1005.78326,1800.9998,0.5377977,0.24042878,0.08522537,26.512618546299535,38.457684976182854
1_1175_0,1,449.0,10.0,270.0,0.81606376,0.63105726,0.3779949,0.5056703,10.0,29.56344,3.107722,1.506164,0.11234418,9930.68,1261.4277,618.4658,0.80372673,0.57526445,0.055792823,27.471749775153967,37.9281281161944
1_117_0,1,299.0,9.0,246.0,0.509365,0.29348817,0.094039716,0.31326675,20.0,29.805984,3.8222334,1.5000603,0.1036934,4471.6104,1455.2319,1170.3845,0.41908595,0.23641373,0.057074428,27.31894634532523,37.915731365273544
1_1181_0,1,344.0,6.0,180.0,0.6590376,0.43867686,0.20928241,0.40686932,10.0,26.323328,8.711996,0.0,0.1046834,3333.3767,90.0,859.0693,0.56236595,0.2898166,0.14886028,26.594544900211247,38.286555914558086
1_1183_0,1,113.0,11.0,155.0,0.6350975,0.32580462,0.08880128,0.34328946,20.0,26.104895,10.011616,0.0,0.053987104,2930.1877,674.16614,1060.6602,0.52055305,0.16174161,0.164063,26.44093298662682,38.31350537308167
1_1184_0,1,1075.0,4.0,140.0,0.41958952,0.17052272,-0.0049171387,0.28300565,30.0,26.578323,3.5659773,1.866452,0.11990992,12944.436,1855.3976,1366.2357,0.23019484,-0.04966203,0.22018476,27.355867103502533,38.36848226846979
1_1185_0,1,94.0,8.0,205.0,0.32208958,0.11912488,0.013857391,0.25740895,10.0,29.876532,3.6942215,1.7019627,0.11131684,2787.4182,218.40329,67.08204,0.281858,0.103569224,0.015555655,27.288762951778807,37.829493097998075
1_1186_0,1,659.0,53.0,76.0,0.5986647,0.35990742,0.15322867,0.4413373,10.0,27.087336,3.1778548,5.3940806,0.12977672,27166.156,591.6925,1195.4916,0.55047107,0.30652645,0.053380962,27.50867053333127,38.54500122179927
1_1187_0,1,181.0,11.0,294.0,0.5341152,0.29203144,0.099942714,0.34950647,10.0,27.712631,3.6073084,1.6033729,0.122485556,9355.624,180.0,108.16654,0.38565022,0.20727946,0.08475198,27.41488641766921,38.27038623944394
1_118_0,1,450.0,13.0,90.0,0.6711697,0.42672294,0.19763872,0.38131785,10.0,29.560339,3.5409033,1.2638503,0.091914095,5816.6743,1795.2438,658.63495,0.5994402,0.35306495,0.073657975,27.40653208552689,38.02703262897596
1_1190_0,1,176.0,11.0,212.0,0.40378624,0.278481,0.10133485,0.27424237,20.0,29.228653,3.5749378,1.7067386,0.118186,9510.0,814.9847,662.7217,0.33759245,0.22224498,0.05623603,27.390901399583214,38.18845988553223
1_1191_0,1,805.0,20.0,265.0,0.58591783,0.35062465,0.13157894,0.37439075,20.0,27.002405,3.4355767,1.7088748,0.1134394,13849.119,690.65186,1060.6602,0.47608697,0.27781698,0.07280768,27.540201399803863,38.31539183517832
1_1194_0,1,11.0,0.0,0.0,0.4200477,0.29881155,0.124173395,0.30143294,10.0,29.876532,3.6942215,1.7019627,0.11131684,335.4102,30.0,270.0,0.3990445,0.25598192,0.042829618,27.26558641744853,37.822755733367174
1_1195_0,1,0.0,8.0,69.0,0.22487608,0.17458947,0.02682282,0.17603895,30.0,26.104895,10.011616,0.0,0.053987104,30.0,60.0,1398.4635,0.20684795,0.19612736,-0.021537881,26.401317282597148,38.33506493990054
1_1208_0,1,40.0,2.0,52.0,0.3781237,0.21356423,0.05752907,0.30762565,30.0,27.065668,7.904691,0.0,0.106678724,5239.704,30.0,30.0,0.31480953,0.1412633,0.072300926,26.735490568289606,38.28278299036478
1_1211_0,1,18.0,2.0,32.0,0.52850324,0.32272178,0.17343971,0.35476637,40.0,30.095667,3.579256,1.5831208,0.10517105,12876.571,30.0,0.0,0.28941745,0.12746814,0.19525363,27.391979377924145,38.12674562551322
1_1214_0,1,304.0,21.0,189.0,0.4835886,0.23948812,0.056486167,0.31750593,20.0,28.290949,4.9143434,1.2050593,0.092519365,4179.0547,1025.2804,1224.1323,0.37094647,0.1303119,0.1091762,26.9909714350932,38.20058714186784
1_1215_0,1,942.0,27.0,187.0,0.5568478,0.2434337,0.035890624,0.26938152,10.0,27.786087,3.879584,1.5036321,0.110621214,5862.9854,785.1751,1465.0939,0.51204103,0.17304744,0.07038627,27.209262049134225,38.54149779219121
1_1217_0,1,40.0,5.0,153.0,0.76312166,0.53852314,0.27076212,0.45958897,10.0,28.033585,6.629438,1.1935197,0.12310767,3453.2593,276.58633,390.0,0.6827834,0.41026697,0.1282562,26.783460604461595,38.24262829716464
1_1224_0,1,256.0,18.0,38.0,0.74349546,0.52466923,0.29939932,0.47909757,10.0,30.065668,3.8014731,1.3991412,0.121629395,7591.838,283.01944,715.61163,0.68695176,0.47084132,0.0538279,27.344548330922635,38.06233641964185
1_1229_0,1,246.0,12.0,270.0,0.780933,0.58531445,0.3449068,0.4498364,10.0,29.228653,3.5749378,1.6769843,0.118186,5047.316,1170.0,1064.0488,0.76809096,0.50956166,0.07575283,27.431056092783336,38.19384977723695
1_1230_0,1,287.0,21.0,270.0,0.5992354,0.32628796,0.11629974,0.36322558,10.0,29.259516,4.561995,1.4661593,0.09632087,2704.1636,335.4102,888.4256,0.5404157,0.23095174,0.09533623,27.149434251211886,38.09844869406346
1_1231_0,1,122.0,10.0,215.0,0.62723064,0.38081884,0.13560885,0.358492,10.0,29.53804,4.159231,1.6023039,0.12302581,9047.972,182.48288,161.55495,0.57588226,0.3049404,0.07587844,27.248069269408205,38.08281800811978
1_1237_0,1,415.0,23.0,138.0,0.3673378,0.19960745,0.032258034,0.2814053,10.0,30.450994,2.9015148,1.9024214,0.12334856,3463.4087,1261.4277,1101.4536,0.2690976,0.13810743,0.061500013,27.46716836720495,37.81574887415104
1_1238_0,1,232.0,10.0,347.0,0.52707964,0.2780329,0.07246736,0.2806786,10.0,28.963984,6.241103,1.2821177,0.08765777,4160.9253,1811.2151,1509.8676,0.36047944,0.036112223,0.24192066,26.880209160561265,38.12566764717228
1_123_0,1,139.0,4.0,52.0,0.19944775,-0.061573185,-0.16752328,0.12224207,30.0,29.311935,3.8002822,1.4072682,0.12349001,5221.4653,635.6886,60.0,0.27064314,0.044950653,-0.10652384,27.200099233236216,38.24128082423846
1_1243_0,1,336.0,8.0,123.0,0.6396568,0.41544366,0.19999996,0.38432163,10.0,30.065668,3.8014731,1.3991412,0.121629395,6126.4673,1244.5481,1221.188,0.58988595,0.3620394,0.0534043,27.338080460876967,38.050478657891475
1_1248_0,1,1.0,2.0,308.0,0.5195244,0.38293165,0.17870249,0.33658984,30.0,28.033585,6.629438,1.1680422,0.12310767,150.0,342.0526,201.24612,0.37911683,0.28594175,0.096989885,26.794240387871014,38.17444616709997
1_1250_0,1,230.0,23.0,105.0,0.51439536,0.2901191,0.08008211,0.33531132,20.0,25.80458,9.37214,0.0,0.09962424,4718.3047,1994.4924,2567.5864,0.4639915,0.22069575,0.06942336,26.524745802635152,38.34314977745761
1_1255_0,1,75.0,3.0,0.0,0.31262136,0.1553087,0.029115083,0.21513277,10.0,27.582819,6.863036,1.3540567,0.07605974,4771.5093,30.0,488.36462,0.32880467,0.12751542,0.027793264,26.76486547808031,38.321590210638746
1_1260_0,1,22.0,11.0,220.0,0.69956505,0.47975534,0.24938515,0.38124934,10.0,29.159552,5.1484237,1.2125137,0.08643993,611.8823,192.09373,371.0795,0.6514864,0.44673777,0.03301756,26.985042554218012,38.079045083926474
1_1262_0,1,640.0,19.0,227.0,0.653884,0.404202,0.18104152,0.38503107,10.0,29.259516,4.561995,1.4661593,0.09632087,4717.7324,711.19617,1913.4263,0.6124204,0.36597866,0.038223352,27.12787468439302,38.054251582084774
1_1264_0,1,49.0,0.0,0.0,0.50210184,0.22670056,0.013445387,0.2887405,20.0,25.60224,9.884448,0.0,0.13635714,3498.1853,724.9828,120.0,0.13732292,-0.44450718,0.6712077,26.461145080519515,38.24397577009082
1_1269_0,1,295.0,12.0,121.0,0.64774436,0.44534212,0.18877135,0.3404802,10.0,29.793045,3.8518844,1.4460604,0.10335485,3910.831,967.47095,635.6886,0.5205479,0.32385322,0.12148892,27.256423601550523,38.01598335098129
1_126_0,1,442.0,30.0,172.0,0.60387456,0.40412605,0.19611862,0.38867387,10.0,27.3476,3.7124271,1.6218368,0.118106045,10851.585,742.159,1385.2075,0.54356,0.31679013,0.08733594,27.327839666638027,38.44259327940965
1_1273_0,1,115.0,7.0,9.0,0.21825579,0.18453428,0.0365244,0.1597381,30.0,28.132156,5.962638,1.2299945,0.107951485,1982.9524,108.16654,2032.2648,0.08356519,0.084085226,0.100449055,26.85999706666857,38.2129838927887
1_1276_0,1,149.0,21.0,26.0,0.44558632,0.2199244,0.00018234566,0.29408696,30.0,28.990576,3.9539373,0.82140887,0.09462786,7583.06,637.8088,429.53464,0.2234202,-0.0007803219,0.22070472,27.072628294419673,38.54904364057781
1_1279_0,1,245.0,17.0,11.0,0.59362745,0.444247,0.23190603,0.43172905,10.0,27.3476,3.7124271,1.6218368,0.118106045,10542.343,60.0,697.7822,0.48777175,0.33931303,0.10493396,27.304663132307724,38.43154400141498
1_1282_0,1,32.0,16.0,60.0,0.87676936,0.69686323,0.43232363,0.5668198,10.0,27.065668,7.904691,0.0,0.106678724,2455.789,256.3201,161.55495,0.9175441,0.65049785,0.046365377,26.70961908810696,38.29464075211516
1_1286_0,1,466.0,25.0,303.0,0.7042588,0.5065439,0.25558847,0.38563165,10.0,26.514551,3.3673291,3.335489,0.12678504,15977.415,2108.7673,174.92856,0.6589449,0.43034574,0.0761981,27.40922703137923,38.50700248528102
1_1294_0,1,401.0,23.0,337.0,0.8721839,0.72032106,0.46002153,0.6586234,10.0,26.323328,8.711996,0.0,0.1046834,2665.108,794.2921,1946.5354,0.9104859,0.67526346,0.045057584,26.598048329819306,38.32644111317299
1_1299_0,1,202.0,11.0,95.0,0.7457383,0.47058827,0.21828866,0.36726478,10.0,26.30217,3.420451,2.1499228,0.12253618,21746.834,335.4102,323.1099,0.697437,0.38396195,0.08662631,27.46393443218213,38.40540302664709
1_12_0,1,748.0,23.0,26.0,0.7251076,0.48848724,0.24497823,0.46503496,10.0,26.30217,3.420451,1.828792,0.12253618,17006.004,1021.7632,3078.7659,0.4713965,0.30717486,0.1813124,27.525648692201145,38.35392956086705
1_1308_0,1,386.0,11.0,251.0,0.2597962,0.1383545,-0.016619485,0.16832994,10.0,26.514551,3.3673291,3.2942584,0.12678504,11600.5,834.0863,134.16408,0.14629984,0.06037525,0.07797925,27.36907233817911,38.50188208816154
1_130_0,1,223.0,8.0,264.0,0.7658587,0.45660806,0.2182163,0.4248603,10.0,26.323328,8.711996,0.0,0.1046834,1436.5583,134.16408,362.4914,0.7393929,0.34921506,0.10739298,26.5799921926085,38.29976114923464
1_1311_0,1,208.0,9.0,299.0,0.5470866,0.3168901,0.09374303,0.31936017,10.0,29.228653,3.5749378,1.4842305,0.118186,4659.6675,1576.642,384.18747,0.33748615,0.18464932,0.13224077,27.434290027806185,38.22457215995384
1_1313_0,1,128.0,19.0,357.0,0.68836105,0.3832382,0.15090674,0.41344875,10.0,26.175238,8.418378,0.0,0.06925257,2214.7234,1719.4476,1092.0165,0.5888513,0.26080287,0.12243533,26.596970351478376,38.39677919991955
1_1323_0,1,898.0,18.0,102.0,0.69938326,0.47529447,0.22432397,0.38548952,10.0,27.3476,3.7124271,1.5576321,0.118106045,8624.413,3314.8303,2991.137,0.6171662,0.43595946,0.039335012,27.304663132307724,38.391928297385306
1_1325_0,1,356.0,10.0,13.0,0.23890369,0.050286137,-0.02854852,0.20864223,10.0,27.3476,3.7124271,1.2556169,0.118106045,5246.9136,30.0,295.46573,0.1801734,0.015322284,0.03496385,27.286068005926467,38.3625533875946
1_1326_0,1,158.0,6.0,90.0,0.54869705,0.2930594,0.09455705,0.34928548,30.0,30.002497,4.1942806,1.6576217,0.09371034,4435.538,488.36462,442.9447,0.43023258,0.1616102,0.13144922,27.18231259061065,38.04050735823775
1_1333_0,1,207.0,13.0,98.0,0.55943626,0.3248308,0.11500546,0.3348247,10.0,29.793045,3.8518844,1.4613804,0.10335485,1761.8456,1034.4564,1356.6503,0.50742906,0.2542458,0.07058502,27.337271977121276,38.007359524253744
1_1334_0,1,380.0,17.0,344.0,0.6166594,0.46319318,0.25130802,0.44978848,10.0,29.3936,3.508863,1.2744759,0.1005764,8653.999,582.4946,342.0526,0.24684952,0.13168012,0.33151308,27.440488403266613,37.94214183462666
1_1340_0,1,60.0,20.0,146.0,0.6408526,0.37408894,0.16055275,0.34705657,10.0,30.002497,4.1942806,1.6576217,0.09371034,4860.0,182.48288,84.85281,0.60020643,0.31588626,0.05820268,27.18689399855967,38.034308982777326
1_1342_0,1,284.0,17.0,119.0,0.5548332,0.24561402,0.06379493,0.306986,10.0,28.712439,4.187401,1.5911407,0.102149405,1973.6261,1072.0541,662.7217,0.4889621,0.20186171,0.043752313,27.110627030937906,38.19870067977119
1_1346_0,1,580.0,22.0,66.0,0.48691246,0.1985027,0.04242303,0.3342543,20.0,29.259516,4.561995,1.4902265,0.09632087,3922.206,1381.9551,2969.3938,0.41870853,0.1825773,0.015925407,27.08825898036335,38.077428116415064
