id,Label,elevation,slope,aspect,ndvi_before,nbr_before,ndmi_before,evi_before,land_cover,temperature,wind_speed,precipitation,soil_moisture,distance_to_water,distance_to_builtup,distance_to_cropland,ndvi_after,nbr_after,dnbr,longitude,latitude
1_936_0,1,318.0,17.0,352.0,0.77871513,0.59429985,0.34958148,0.46549517,10.0,29.805984,3.8222334,1.5000603,0.1036934,4267.2827,474.34164,1744.133,0.75660163,0.5542011,0.040098723,27.334307536683667,37.920312773222555
1_940_0,1,857.0,14.0,235.0,0.68799996,0.4132619,0.17319988,0.33574077,10.0,27.884405,4.5716577,1.3039192,0.100264944,7004.47,678.8225,845.34015,0.6567657,0.37064844,0.042613428,26.986390027144182,38.32859706985488
1_941_0,1,213.0,18.0,7.0,0.77408636,0.53669065,0.26577777,0.37368187,10.0,28.290949,4.9143434,1.3242773,0.092519365,5962.7593,1675.9773,1231.4625,0.12169736,-0.46770516,1.0043958,26.968603384518616,38.15639002988917
1_943_0,1,115.0,20.0,240.0,0.45069823,0.25033435,0.078665785,0.28393435,20.0,29.805984,3.8222334,1.8822312,0.1036934,2187.533,169.70563,700.35706,0.37940198,0.1625042,0.08783014,27.28121710339221,37.858598513203546
1_947_0,1,759.0,22.0,296.0,0.77359885,0.63023216,0.37252104,0.41219696,10.0,27.3476,3.7124271,1.5576321,0.118106045,8499.059,2167.487,2123.0166,0.72623575,0.5913074,0.038924776,27.31544291571717,38.3663263117879
1_949_0,1,252.0,21.0,6.0,0.77056605,0.5482594,0.2945234,0.4009031,10.0,28.854181,3.8694365,1.7346975,0.12256789,4297.965,212.13203,618.4658,0.7674694,0.49933022,0.048929162,27.113321976790274,38.31404436225215
1_956_0,1,251.0,19.0,332.0,0.8284442,0.65662074,0.40831146,0.5687621,10.0,26.578323,3.5659773,4.314988,0.11990992,14588.177,161.55495,189.73666,0.81888705,0.5727554,0.083865345,27.37230627320193,38.441245806483465
1_957_0,1,205.0,14.0,19.0,0.7949695,0.5855917,0.31840447,0.40508,10.0,28.290949,4.9143434,1.3242773,0.092519365,5568.2134,1351.3326,1317.953,0.2611111,-0.20443925,0.7900309,26.955667644427308,38.15342558945157
1_95_0,1,80.0,12.0,72.0,0.63823855,0.42462435,0.2022909,0.3899731,20.0,25.998184,9.504211,0.83643246,0.051104147,523.9275,134.16408,577.0615,0.576835,0.34838188,0.076242484,26.9451573556031,37.75646006539915
1_961_0,1,637.0,19.0,273.0,0.3319189,0.14049253,-0.036329504,0.2349486,30.0,27.786087,3.879584,1.3217146,0.110621214,1218.2365,1290.3488,1366.2357,0.1887432,-0.019026289,0.15951882,27.17314977471264,38.507541474451486
1_964_0,1,215.0,2.0,232.0,0.3310216,0.20327948,0.06593562,0.26652256,60.0,26.514551,3.3673291,4.9995265,0.12678504,13901.658,30.0,60.0,0.09340766,0.041061223,0.16221827,27.381199594514726,38.46954273793323
1_967_0,1,175.0,4.0,62.0,0.5659839,0.3283488,0.12484393,0.38192177,30.0,30.02445,3.3748066,1.5220268,0.119394936,9600.844,957.18335,30.0,0.27187794,0.122594856,0.20575394,27.351016200968303,37.839733892237035
1_96_0,1,159.0,11.0,148.0,0.4453755,0.2632306,0.033812072,0.24753954,30.0,27.065668,7.904691,0.0,0.106678724,4434.016,30.0,228.47319,0.27917886,0.09971005,0.16352054,26.687251037532377,38.250982629306954
1_973_0,1,105.0,23.0,137.0,0.47872338,0.27963173,0.08806262,0.27271694,20.0,29.228653,3.5749378,1.6769843,0.118186,5504.407,1470.306,664.0783,0.32027683,0.15155408,0.12807767,27.430786598198125,38.1844174667537
1_974_0,1,241.0,13.0,154.0,0.6308746,0.4101184,0.17304678,0.37102795,20.0,28.132156,5.962638,1.2299945,0.107951485,1482.1943,657.95135,3273.7134,0.47758648,0.23234153,0.17777687,26.874010785100836,38.23319598668139
1_976_0,1,4.0,3.0,249.0,0.34884742,0.19162144,-0.020408127,0.2402843,40.0,29.026373,4.6508985,1.218352,0.06946937,2521.6067,550.7268,0.0,0.21911196,0.05267544,0.138946,26.971567824956225,38.48032252134267
1_977_0,1,488.0,19.0,21.0,0.7469124,0.5697456,0.31794724,0.3961823,10.0,30.095667,3.579256,1.4172525,0.10517105,7875.6143,1972.942,711.19617,0.7064148,0.52461326,0.045132346,27.396291291287923,38.05640753876666
1_987_0,1,67.0,4.0,320.0,0.77484316,0.5130875,0.25886896,0.44061875,10.0,29.962683,3.3138762,1.5492927,0.09504954,7087.1787,807.21747,823.7718,0.7002449,0.40558776,0.107499756,27.519450316740716,38.079045083926474
1_989_0,1,285.0,8.0,118.0,0.722274,0.4891217,0.25785595,0.44272223,10.0,29.3936,3.508863,1.427407,0.1005764,9373.932,150.0,256.3201,0.51085514,0.27349684,0.21562485,27.351824684723994,37.870186780368684
1_98_0,1,379.0,27.0,47.0,0.8732363,0.73689127,0.47878355,0.680335,10.0,29.321945,3.2674217,1.4870266,0.092908464,4137.173,1094.8972,1413.8246,0.87346804,0.7019057,0.03498556,27.484955009830514,37.98579995743487
1_993_0,1,46.0,17.0,192.0,0.43842915,0.2605703,0.08071653,0.2678663,20.0,25.60224,9.884448,0.0,0.13635714,426.38013,1855.3976,2614.307,0.11615245,-0.33486548,0.59543574,26.468421434320874,38.19762270143025
1_994_0,1,212.0,16.0,334.0,0.62728554,0.4196319,0.21982075,0.33205524,10.0,25.961014,9.197209,0.0,0.12506151,3372.4324,3863.9487,2184.033,0.58566403,0.34814182,0.07149009,26.611523059081122,38.22565013829478
1_995_0,1,57.0,6.0,232.0,0.319223,0.112741515,-0.058555767,0.1975384,20.0,29.53804,4.159231,1.739595,0.12302581,7028.2,517.8803,60.0,0.17859428,0.02220743,0.09053408,27.217616381276542,38.148035697746856
1_9_0,1,504.0,27.0,65.0,0.7809362,0.54967064,0.3001015,0.48316795,10.0,29.259516,4.561995,1.4902265,0.09632087,4032.183,1533.2319,2799.0176,0.73104835,0.51309043,0.036580227,27.08960645328952,38.07823660017077
2_1002_0,0,66.0,2.0,232.0,0.33041692,0.17553435,0.028446395,0.22792633,30.0,29.311935,3.8002822,1.8422124,0.12349001,1789.972,30.0,30.0,0.21367706,0.14986543,0.02566892,27.17934815017307,38.184956455924166
2_1011_0,0,50.0,1.0,0.0,0.2306686,-0.050573852,-0.1539672,0.13519469,40.0,29.29162,3.7120216,1.4570209,0.12569118,14249.842,256.3201,0.0,0.8093316,0.5672563,-0.61783016,27.289301940949287,38.205977033572566
2_1021_0,0,233.0,16.0,339.0,0.784487,0.5831881,0.32809645,0.56093794,10.0,25.60224,9.884448,0.0,0.13635714,4008.0044,1200.375,1251.7588,0.7548047,0.50344384,0.07974433,26.512888040884775,38.22403317078337
2_1026_0,0,756.0,27.0,277.0,0.59010273,0.30564788,0.09576408,0.3596563,10.0,27.002405,3.4355767,1.6700162,0.1134394,13787.276,1763.8877,2296.715,0.5285946,0.25686514,0.048782732,27.479834612711045,38.333986961559596
2_1028_0,0,246.0,9.0,61.0,0.6455776,0.4323288,0.20739032,0.39421085,20.0,30.065668,3.8014731,1.4781516,0.121629395,7938.2744,942.0191,1055.1304,0.59418476,0.33761802,0.094710745,27.255076128624324,38.055060065840486
2_102_0,0,527.0,18.0,90.0,0.7334483,0.5425062,0.27607557,0.3474379,10.0,30.02445,3.3748066,1.5722743,0.119394936,6590.8574,2040.8822,1148.2595,0.68361336,0.499417,0.043089222,27.442105370778023,37.80200465030401
2_1031_0,0,188.0,26.0,310.0,0.8170285,0.62797815,0.36335346,0.5835918,10.0,25.80458,9.37214,0.0,0.09962424,5469.9634,510.0,1129.2919,0.83902377,0.6001716,0.027806519,26.522050856782812,38.2633793802278
2_1035_0,0,129.0,1.0,90.0,0.56472707,0.2997377,0.14753555,0.41736114,10.0,26.30217,3.420451,2.0604038,0.12253618,23956.234,335.4102,30.0,0.3309989,0.24195395,0.05778374,27.50112468494467,38.42372865844314
2_1038_0,0,129.0,2.0,90.0,0.18516594,-0.028899292,-0.08727781,0.11112146,40.0,26.30217,3.420451,2.1499228,0.12253618,24068.77,256.3201,0.0,0.60347897,0.3977772,-0.4266765,27.498429739092302,38.425076131369316
2_103_0,0,461.0,18.0,243.0,0.6403311,0.41834742,0.18093175,0.33721668,10.0,29.259516,4.561995,1.4902265,0.09632087,1520.855,2299.848,3272.2012,0.5768725,0.36919314,0.04915427,27.068585875641133,38.08659093231308
2_1049_0,0,1051.0,23.0,86.0,0.77251583,0.6362217,0.39500833,0.37134147,10.0,27.002405,3.4355767,1.7088748,0.1134394,13990.329,90.0,3123.6038,0.80919933,0.6609971,-0.024775364,27.50759255499034,38.331292015707234
2_1053_0,0,679.0,20.0,153.0,0.32997298,0.03836964,-0.12026674,0.1725014,10.0,29.3936,3.508863,1.2744759,0.1005764,10963.964,1373.7904,1064.0488,0.24210875,-0.002256716,0.04062636,27.430247609027646,37.9213907515635
2_1057_0,0,111.0,1.0,270.0,0.52636176,0.34083927,0.18874772,0.31851512,10.0,26.30217,3.420451,2.0604038,0.12253618,26472.514,212.13203,42.426407,0.66231865,0.48072538,-0.13988611,27.54478280775288,38.437203387704926
2_1059_0,0,148.0,28.0,165.0,0.23285715,-0.0069044763,-0.07254163,0.12528825,10.0,29.805984,3.8222334,1.8822312,0.1036934,1470.0,644.1273,313.2092,0.20596336,-0.009582117,0.0026776409,27.285529016755987,37.89821421723322
2_1062_0,0,13.0,1.0,180.0,0.2141171,-0.0060875756,-0.042361084,0.1361678,40.0,29.962683,3.3138762,1.692344,0.09504954,2742.3347,1632.1765,0.0,0.8668627,0.75222325,-0.7583108,27.469863313057317,38.05479057125525
2_1063_0,0,20.0,1.0,0.0,0.120699055,-0.024792086,-0.07114299,0.110294096,40.0,30.095667,3.579256,1.5831208,0.10517105,14926.982,42.426407,0.0,0.10513049,0.018966958,-0.043759044,27.36260446813344,38.13375248472936
2_1067_0,0,776.0,13.0,141.0,0.7163636,0.502653,0.24101669,0.35552436,10.0,26.578323,3.5659773,1.866452,0.11990992,16628.39,305.94116,2024.2777,0.65937126,0.46213183,0.040521186,27.388475948316085,38.37414165475974
2_1070_0,0,653.0,13.0,245.0,0.8237288,0.60477257,0.3370612,0.38533202,10.0,25.522863,10.045966,0.26361197,0.08231441,6150.0,4003.6233,2124.9236,0.8208891,0.59237593,0.012396657,26.778340207342097,37.75430410871727
2_1072_0,0,672.0,13.0,82.0,0.76291656,0.5361528,0.27190575,0.35167125,10.0,27.002405,3.4355767,1.6715578,0.1134394,7706.9644,268.32816,630.0,0.71574503,0.5238659,0.012286928,27.526996165127315,38.25448605891502
2_1073_0,0,112.0,15.0,180.0,0.7252595,0.4561916,0.21639423,0.39509895,10.0,29.159552,5.1484237,1.2125137,0.08643993,1120.0892,618.4658,782.30426,0.68936634,0.36541575,0.09077586,26.98746800548514,38.08308750270501
2_1074_0,0,105.0,8.0,77.0,0.19990546,-0.004508909,-0.09916624,0.13023798,20.0,29.53804,4.159231,1.739595,0.12302581,9061.043,591.6925,400.2499,0.16435418,0.0029148478,-0.0074237566,27.234325045561178,38.12351169049039
2_1077_0,0,78.0,22.0,235.0,0.57184523,0.3348745,0.09346679,0.2904347,10.0,29.805984,3.8222334,1.8822312,0.1036934,2617.0593,523.9275,371.0795,0.49234647,0.23429486,0.10057963,27.293074865142586,37.88689544465331
2_1082_0,0,98.0,7.0,52.0,0.31081083,0.15380044,0.026455032,0.21383415,60.0,30.02445,3.3748066,1.8473629,0.119394936,6721.205,67.08204,436.80658,0.17057095,0.06718182,0.086618625,27.423510244396738,37.77020428924618
2_1084_0,0,4.0,4.0,140.0,0.7611421,0.4601617,0.26019433,0.56435233,40.0,29.026373,4.6508985,0.92242634,0.06946937,5882.525,361.24783,0.0,0.4823316,0.39904934,0.061112348,26.978305189587104,38.540419813850264
2_1087_0,0,132.0,2.0,328.0,0.39232358,0.21622163,0.06589247,0.2728624,10.0,29.228653,3.5749378,1.4842305,0.118186,8617.105,530.75415,30.0,0.36720797,0.19363391,0.02258771,27.405454107185932,38.246940210528415
2_108_0,0,170.0,7.0,65.0,0.6525922,0.31295115,0.1428571,0.43238074,30.0,28.854181,3.8694365,1.5470742,0.12256789,2121.3203,67.08204,648.9992,0.56153554,0.23489664,0.07805452,27.128144178978232,38.29787468713799
2_1090_0,0,72.0,23.0,212.0,0.6775096,0.38292965,0.14408399,0.36982587,10.0,29.259516,4.561995,1.5618181,0.09632087,90.0,2589.4014,3626.403,0.56224686,0.25116342,0.13176621,27.064543456862594,38.10599454245006
2_1091_0,0,2.0,4.0,140.0,0.22243951,0.09311476,0.032624435,0.15658878,40.0,29.560339,3.5409033,1.0588709,0.091914095,2040.2206,450.9989,0.0,0.8632937,0.57443595,-0.48132116,27.351824684723994,37.95453858554751
2_1092_0,0,244.0,9.0,14.0,0.048524998,-0.023657344,-0.11015737,0.032764237,10.0,28.854181,3.8694365,1.5512295,0.12256789,1166.9191,1130.8846,660.0,0.02672229,-0.02983166,0.0061743176,27.051877211356498,38.27146421778488
2_1096_0,0,215.0,28.0,216.0,0.3943699,0.24544705,0.08751408,0.27141538,20.0,29.321945,3.2674217,1.4870266,0.092908464,2206.581,1614.7136,1236.9316,0.2812463,0.17891786,0.06652919,27.46716836720495,37.997388224600016
2_1099_0,0,53.0,2.0,212.0,0.29296592,0.021483796,-0.121242024,0.15319858,40.0,29.311935,3.8002822,1.7496941,0.12349001,5959.2114,108.16654,0.0,0.8794585,0.68118304,-0.65969926,27.215729919179893,38.168247791639544
2_1100_0,0,14.0,0.0,0.0,0.7626286,0.49380636,0.33670303,0.5554988,40.0,30.095667,3.579256,1.5575,0.10517105,10746.576,458.91174,0.0,0.118900195,0.033554796,0.46025157,27.431056092783336,38.12162522839374
2_1102_0,0,274.0,6.0,73.0,0.63767445,0.3584105,0.14466843,0.27677402,10.0,29.172134,3.6978068,1.553131,0.12478447,3201.156,402.49225,308.8689,0.5701831,0.32890612,0.02950441,27.211687500401354,38.3415328099462
2_1103_0,0,331.0,14.0,151.0,0.5064966,0.3305959,0.10820767,0.39144695,20.0,25.80458,9.37214,0.0,0.09962424,7305.0464,606.71246,1253.1959,0.4528855,0.29978824,0.030807674,26.499413311622988,38.2806270336829
2_1105_0,0,370.0,39.0,95.0,0.2968198,0.14610752,0.026163397,0.2324662,20.0,29.560339,3.5409033,1.2638503,0.091914095,4438.7837,607.4537,1302.4976,0.21810505,0.09740124,0.048706286,27.4194678256182,38.02891909107261
2_1106_0,0,268.0,9.0,148.0,0.32782134,0.16969356,0.029985018,0.24149281,30.0,27.712631,3.6073084,1.6271383,0.122485556,14345.459,1363.5981,180.0,0.27015585,0.14760083,0.022092732,27.35559760891732,38.286555914558086
2_1108_0,0,888.0,25.0,236.0,0.83862996,0.7179149,0.47527975,0.4593988,10.0,25.522863,10.045966,0.07368351,0.08231441,3901.0383,2552.1167,4027.1577,0.89624524,0.7310813,-0.013166436,26.80475067669522,37.77289923509854
2_1109_0,0,93.0,11.0,212.0,0.6788271,0.44229642,0.2128079,0.38309088,10.0,30.002497,4.1942806,1.7050474,0.09371034,1012.02765,300.0,474.34164,0.61371386,0.34984985,0.092446566,27.249147247749136,37.99011187079864
2_1115_0,0,359.0,19.0,62.0,0.70235866,0.4976943,0.24285907,0.36378443,10.0,28.623755,3.6677933,1.4991127,0.1269807,10950.493,429.53464,331.36084,0.65270144,0.44961756,0.04807676,27.3240667424447,38.29302378460375
2_1117_0,0,175.0,23.0,79.0,0.5116766,0.30481973,0.11678829,0.30979785,10.0,29.321945,3.2674217,1.4445516,0.092908464,2206.173,792.0227,711.19617,0.40433365,0.2193802,0.08543953,27.481990569392934,38.00547306215709
2_1123_0,0,12.0,3.0,128.0,0.16454431,-0.033568185,-0.09030624,0.10022813,40.0,29.962683,3.3138762,1.692344,0.09504954,5657.924,778.8453,0.0,0.98805904,0.73444456,-0.76801276,27.482260063978174,38.08120104060836
2_1131_0,0,6.0,1.0,52.0,0.52130044,0.25939673,0.05541514,0.33165723,10.0,29.321945,3.2674217,1.4445516,0.092908464,268.32816,488.36462,30.0,0.3341576,0.1743174,0.08507934,27.46204797008548,38.029727574828314
2_1133_0,0,473.0,16.0,267.0,0.7956178,0.6616254,0.39851728,0.44021785,10.0,30.02445,3.3748066,1.8473629,0.119394936,7936.8003,1100.6362,1041.3933,0.8203683,0.6411994,0.020425996,27.425935695663867,37.797962231525474
2_1134_0,0,214.0,7.0,226.0,0.51886564,0.37900943,0.22861587,0.36083165,10.0,27.712631,3.6073084,1.6948999,0.122485556,13247.506,161.55495,123.69317,0.4215846,0.31854838,0.06046104,27.40626259094165,38.30838497596219
2_113_0,0,35.0,23.0,324.0,0.62298214,0.33935148,0.11336151,0.49383757,10.0,25.60224,9.884448,0.0,0.13635714,646.2198,1214.9073,1461.0955,0.5820239,0.27572227,0.06362921,26.527979737658,38.184956455924166
2_1142_0,0,418.0,20.0,260.0,0.72684085,0.5172174,0.25200918,0.36317602,10.0,28.854181,3.8694365,1.5512295,0.12256789,4242.853,1652.1804,1891.9038,0.6811189,0.4826432,0.034574203,27.058614575987406,38.29949165464941
2_1145_0,0,60.0,6.0,0.0,0.65578634,0.4198473,0.23508255,0.46599075,10.0,29.56344,3.107722,1.6976568,0.11234418,6414.1797,416.77332,152.97058,0.52289814,0.31058824,0.10925908,27.543704829411922,37.8575205348626
2_1147_0,0,120.0,27.0,263.0,0.54204464,0.28236493,0.07319569,0.40232185,10.0,25.60224,9.884448,0.0,0.13635714,1677.051,1497.8986,1668.1726,0.4973999,0.22533396,0.05703098,26.524745802635152,38.20112613103832
2_1148_0,0,297.0,17.0,251.0,0.6136217,0.36659378,0.17471507,0.36304954,10.0,30.065668,3.8014731,1.4781516,0.121629395,9222.158,2535.133,1380.0,0.5727098,0.30429006,0.06230371,27.27771367378415,38.07042125719893
2_1149_0,0,157.0,17.0,143.0,0.69217616,0.33445716,0.16002345,0.31816217,10.0,26.732214,3.6469858,4.1958003,0.12120175,8067.825,30.0,510.8816,0.59900767,0.2219924,0.11246477,27.304124143137273,38.45633750325668
2_114_0,0,42.0,23.0,137.0,0.53625834,0.30216938,0.09537258,0.31334567,10.0,29.560339,3.5409033,1.2638503,0.091914095,3453.2593,127.27922,210.0,0.38693753,0.17383002,0.12833937,27.427283168590037,38.02110374810077
2_1150_0,0,81.0,5.0,153.0,0.33935702,0.30134746,0.14434469,0.257469,10.0,28.132156,5.962638,1.2260287,0.107951485,2217.769,134.16408,241.86774,0.31508675,0.24178296,0.059564494,26.890988943970683,38.15935447032676
2_1152_0,0,385.0,15.0,284.0,0.66489214,0.44118363,0.21837197,0.4358447,30.0,28.623755,3.6677933,1.4991127,0.1269807,10380.174,570.0,702.9225,0.53786707,0.38821068,0.052972943,27.312208980694322,38.285747430802374
2_1153_0,0,90.0,3.0,111.0,0.4832899,0.23092054,0.08269897,0.3135669,40.0,28.712439,4.187401,1.3989322,0.102149405,3413.1511,150.0,0.0,0.7344068,0.458519,-0.22759849,27.145930821603798,38.22672811663573
2_1154_0,0,50.0,14.0,229.0,0.3677153,0.22240147,0.09001233,0.23853333,10.0,28.963984,6.241103,1.2925811,0.08765777,3187.6323,301.49628,120.0,0.38118058,0.24680804,-0.024406573,26.90661962991436,38.13806439809313
2_1155_0,0,21.0,6.0,168.0,0.39774984,0.22576903,0.060773462,0.22384447,40.0,30.095667,3.579256,1.5831208,0.10517105,11577.707,618.4658,0.0,0.6180658,0.46034557,-0.23457654,27.399525226310743,38.111114939569546
2_1158_0,0,371.0,15.0,115.0,0.8668997,0.6872418,0.42216307,0.58383584,10.0,25.152441,9.096121,0.0,0.09858028,2718.106,990.45447,1744.133,0.87323946,0.64831054,0.03893124,26.516121975907623,38.462266384131865
2_1160_0,0,235.0,17.0,148.0,0.8141732,0.6175232,0.36914665,0.48209623,10.0,28.132156,5.962638,1.2260287,0.107951485,918.31366,810.55536,1514.3315,0.8108812,0.548218,0.06930514,26.892066922311642,38.18576493967987
2_1170_0,0,120.0,2.0,33.0,0.4946129,0.33943856,0.20046392,0.39744025,40.0,26.30217,3.420451,2.0604038,0.12253618,25197.59,174.92856,0.0,0.5721616,0.4032443,-0.06380571,27.511634973768878,38.43343046351163
2_1175_0,0,52.0,1.0,270.0,0.44722423,0.21382892,0.082902476,0.31755432,40.0,29.311935,3.8002822,1.8422124,0.12349001,4911.303,30.0,0.0,0.538213,0.43222412,-0.21839519,27.197943276554327,38.15234761111063
2_1176_0,0,347.0,3.0,111.0,0.7576413,0.54732704,0.3095526,0.5151454,10.0,26.578323,3.5659773,1.8974668,0.11990992,19933.482,1332.2162,2361.4402,0.7407653,0.5444614,0.0028656544,27.41919833103296,38.38087901939063
2_1177_0,0,14.0,3.0,157.0,0.13031399,0.021597179,-0.0448462,0.079821646,40.0,30.095667,3.579256,1.5831208,0.10517105,13207.975,778.26733,0.0,0.662189,0.50042176,-0.4788246,27.36502991940057,38.10868948830242
2_1179_0,0,349.0,2.0,212.0,0.3011196,0.005807974,-0.110842645,0.16016047,10.0,29.876532,3.6942215,1.764577,0.11131684,8462.606,384.18747,30.0,0.26915625,0.024726132,-0.018918158,27.345356814678354,37.81386241205439
2_1182_0,0,487.0,25.0,222.0,0.6049966,0.35364464,0.15248486,0.33590764,10.0,27.3476,3.7124271,1.2556169,0.118106045,5748.113,768.37494,563.6488,0.5636306,0.33450705,0.019137602,27.283103565488858,38.377645084367806
2_1187_0,0,668.0,21.0,44.0,0.77657044,0.5740072,0.31045708,0.43841654,10.0,26.732214,3.6469858,4.881633,0.12120175,8167.4966,1451.2064,201.24612,0.8001075,0.57869935,-0.0046921168,27.334577031268907,38.5444622326288
2_1188_0,0,189.0,42.0,98.0,0.6527571,0.38250574,0.17271769,0.47068098,20.0,29.560339,3.5409033,1.2638503,0.091914095,5473.9106,618.4658,579.39624,0.55431473,0.27119875,0.11130699,27.40922703137923,38.01598335098129
2_1192_0,0,54.0,5.0,14.0,0.3559443,0.2733216,0.11664829,0.33093786,30.0,27.065668,7.904691,0.0,0.106678724,4452.2466,30.0,161.55495,0.30303028,0.2621659,0.011155702,26.728753203658698,38.25610302642643
2_11_0,0,11.0,1.0,308.0,0.15929927,-0.060581017,-0.098384015,0.12540896,40.0,30.450994,2.9015148,1.4404839,0.12334856,5142.616,3387.8755,0.0,0.82576734,0.5939641,-0.6545451,27.527535154297794,37.75646006539915
2_1202_0,0,579.0,11.0,228.0,0.67798615,0.43050557,0.20402473,0.38403386,10.0,29.793045,3.8518844,1.4613804,0.10335485,5624.42,1251.7588,2015.366,0.64266664,0.38244224,0.048063323,27.310592013182912,38.0461667445277
2_1207_0,0,131.0,29.0,197.0,0.30327985,0.1247892,-0.008915329,0.20444068,20.0,29.560339,3.5409033,1.1706274,0.091914095,5692.811,1752.3699,577.0615,0.22809723,0.07366999,0.05111921,27.384972518708025,38.007359524253744
2_1210_0,0,406.0,7.0,105.0,0.61461794,0.3523254,0.12810874,0.36371636,10.0,29.159552,5.1484237,1.3322543,0.08643993,4494.997,1475.8048,5265.1494,0.5647588,0.3018454,0.050480016,27.026275225759093,38.13348299014412
2_1214_0,0,176.0,4.0,242.0,0.7440054,0.49985477,0.2500605,0.41966698,20.0,29.228653,3.5749378,1.4842305,0.118186,3806.6914,240.0,212.13203,0.6907312,0.44852352,0.05133125,27.439679919510894,38.205977033572566
2_1216_0,0,631.0,13.0,55.0,0.7298578,0.49488053,0.2251748,0.36109266,10.0,27.884405,4.5716577,1.3039192,0.100264944,9828.148,666.1081,600.7495,0.6868459,0.43681175,0.05806878,26.965638944081036,38.300569632990346
2_1217_0,0,11.0,1.0,270.0,0.13605128,-0.028022768,-0.08495528,0.09810235,40.0,30.450994,2.9015148,1.9024214,0.12334856,2984.661,335.4102,0.0,0.7302197,0.520873,-0.5488958,27.480373601881496,37.80254363947449
2_1221_0,0,192.0,22.0,354.0,0.7993702,0.63220894,0.37174213,0.49959704,10.0,30.065668,3.8014731,1.6062163,0.121629395,13170.547,678.8225,967.47095,0.7942102,0.57079893,0.061410036,27.3216412911776,38.11542685293332
2_1229_0,0,388.0,31.0,104.0,0.8070081,0.5280352,0.23674825,0.4329509,10.0,25.522863,10.045966,0.26361197,0.08231441,1291.3947,1120.8925,1548.7091,0.73301595,0.4580188,0.07001644,26.76863840227361,37.79904020986642
2_122_0,0,49.0,2.0,52.0,0.23859522,-0.04321074,-0.2001403,0.1294365,40.0,29.29162,3.7120216,1.7114879,0.12569118,11612.48,1938.8915,0.0,0.85156703,0.67902803,-0.7222388,27.26801186871566,38.178758080463744
2_1232_0,0,75.0,2.0,232.0,0.6402086,0.3080744,0.08374007,0.38577014,10.0,29.228653,3.5749378,1.7067386,0.118186,10468.108,212.13203,42.426407,0.5630158,0.20891489,0.09915953,27.382008078270417,38.188729380117465
2_1236_0,0,390.0,27.0,336.0,0.84529096,0.7281681,0.47506073,0.64078945,10.0,30.02445,3.3748066,1.5722743,0.119394936,10702.267,1008.4642,785.1751,0.8743283,0.7318877,-0.003719634,27.401411688407393,37.829493097998075
2_1237_0,0,93.0,9.0,71.0,0.13603097,0.10281745,-0.0049370266,0.22045594,30.0,30.065668,3.8014731,1.3991412,0.121629395,10913.775,108.16654,94.86833,-0.019851312,0.020183507,0.08263394,27.331073601660847,38.09494526445539
2_1241_0,0,298.0,23.0,340.0,0.72982633,0.47005206,0.2783544,0.49383143,10.0,27.712631,3.6073084,1.6033729,0.122485556,8032.16,606.71246,390.0,0.73650223,0.45497838,0.015073702,27.425666201078627,38.26418786398351
2_1246_0,0,159.0,12.0,253.0,0.342384,0.076187044,-0.08760901,0.19712768,30.0,28.132156,5.962638,1.3247457,0.107951485,1061.5083,680.14703,858.021,0.22931963,0.002146151,0.0740409,26.922519810443276,38.19411927182219
2_1253_0,0,571.0,17.0,152.0,0.21944529,-0.026402233,-0.15251006,0.12962696,10.0,28.990576,3.9539373,1.2365004,0.09462786,3838.3591,641.3267,1273.4991,0.14964171,-0.10510776,0.078705534,27.149703745797126,38.53772486799791
2_1254_0,0,405.0,12.0,30.0,0.8840032,0.66523606,0.39165092,0.5893567,10.0,25.998184,9.504211,0.6806925,0.051104147,1781.909,547.4486,1449.0342,0.96498,0.6729663,-0.0077302554,26.85622414247527,37.7785586213885
2_1256_0,0,328.0,9.0,289.0,0.7604669,0.5675553,0.33989954,0.54191375,10.0,27.712631,3.6073084,1.6033729,0.122485556,10308.831,94.86833,408.04413,0.57723004,0.44572347,0.12183185,27.434829016976636,38.294371257529924
2_125_0,0,662.0,14.0,190.0,0.5922888,0.33127576,0.10692903,0.28561822,10.0,27.002405,3.4355767,1.6715578,0.1134394,10377.139,296.98486,636.3961,0.49311638,0.24098475,0.09029101,27.5442438185824,38.27119472319964
2_1263_0,0,476.0,17.0,341.0,0.84935504,0.7262608,0.45672384,0.61730576,10.0,25.961014,9.197209,0.0,0.12506151,5366.06,4902.4077,3144.2805,0.8648681,0.70657635,0.01968442,26.58403461138704,38.207594001083976
2_1264_0,0,237.0,4.0,105.0,0.536859,0.25408655,0.056283716,0.3150865,20.0,26.175238,8.418378,0.0,0.06925257,3445.6929,2248.5996,1611.3658,0.4545176,0.17375185,0.08033472,26.592388943529357,38.38168750314634
2_1265_0,0,435.0,23.0,340.0,0.82051283,0.65286577,0.38357177,0.4851369,10.0,26.578323,3.5659773,1.8974668,0.11990992,19024.684,1746.4535,3369.2285,0.82487863,0.6292975,0.023568293,27.41057450430543,38.37252468724832
2_1266_0,0,24.0,8.0,264.0,0.56714225,0.35376108,0.14945227,0.37588602,10.0,30.002497,4.1942806,1.6576217,0.09371034,3419.7368,331.36084,161.55495,0.46904117,0.29184815,0.061912928,27.191744901093898,38.02110374810077
